# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "pdam_1415_maker.gtf" "-o" "feature_counts.out" "-t" "exon" "-g" "gene_id" "Wt1-1a_1415.bam" "Wt1-1b_1415.bam" "Wt1-1c_1415.bam" "Wt1-2a_1415.bam" "Wt1-2b_1415.bam" "Wt1-3a_1415.bam" "Wt1-3b_1415.bam" "Wt1-3c_1415.bam" "Wt1-4a_1415.bam" "Wt1-4b_1415.bam" "Wt1-4c_1415.bam" "Wt1-5a_1415.bam" "Wt1-5b_1415.bam" "Wt1-5c_1415.bam" "Wt1-6b_1415.bam" "Wt1-6c_1415.bam" "Wt2-1a_1415.bam" "Wt2-1b_1415.bam" "Wt2-1c_1415.bam" "Wt2-2b_1415.bam" "Wt2-2c_1415.bam" "Wt2-3a_1415.bam" "Wt2-3b_1415.bam" "Wt2-3c_1415.bam" "Wt2-4a_1415.bam" "Wt2-5a_1415.bam" "Wt2-5b_1415.bam" "Wt2-5c_1415.bam" "Wt2-6a_1415.bam" "Wt2-6b_1415.bam" "Wt2-6c_1415.bam" 
Geneid	Chr	Start	End	Strand	Length	Wt1-1a_1415.bam	Wt1-1b_1415.bam	Wt1-1c_1415.bam	Wt1-2a_1415.bam	Wt1-2b_1415.bam	Wt1-3a_1415.bam	Wt1-3b_1415.bam	Wt1-3c_1415.bam	Wt1-4a_1415.bam	Wt1-4b_1415.bam	Wt1-4c_1415.bam	Wt1-5a_1415.bam	Wt1-5b_1415.bam	Wt1-5c_1415.bam	Wt1-6b_1415.bam	Wt1-6c_1415.bam	Wt2-1a_1415.bam	Wt2-1b_1415.bam	Wt2-1c_1415.bam	Wt2-2b_1415.bam	Wt2-2c_1415.bam	Wt2-3a_1415.bam	Wt2-3b_1415.bam	Wt2-3c_1415.bam	Wt2-4a_1415.bam	Wt2-5a_1415.bam	Wt2-5b_1415.bam	Wt2-5c_1415.bam	Wt2-6a_1415.bam	Wt2-6b_1415.bam	Wt2-6c_1415.bam
pdam_00000408	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1530617;1532676;1535080	1532225;1532975;1535820	-;-;-	2650	395	338	410	188	243	243	202	309	260	250	249	267	519	518	479	494	641	254	319	18	290	187	244	199	223	369	441	215	522	378	409
pdam_00000409	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1537779;1539349;1539724;1540244;1540752;1540945;1541514;1541948;1543770;1544060	1538993;1539438;1539852;1540317;1540847;1541064;1541561;1542058;1543838;1544248	-;-;-;-;-;-;-;-;-;-	2141	387	409	500	256	305	470	697	432	428	449	512	489	871	954	879	1333	988	431	364	26	304	450	564	501	437	1088	734	513	1141	764	741
pdam_00000410	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1546200;1547920;1548867;1549266	1546595;1548176;1548919;1550816	+;+;+;+	2257	346	312	299	211	284	228	208	254	197	223	320	201	457	432	442	453	580	347	338	22	251	193	261	213	260	385	400	228	449	404	368
pdam_00000411	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1551252;1551524;1552753;1553205;1553728;1556144	1551374;1551609;1552856;1553302;1555122;1556803	+;+;+;+;+;+	2466	136	96	143	49	125	92	105	142	67	65	71	94	165	178	190	270	258	180	127	21	93	101	99	86	101	209	248	151	267	193	233
pdam_00000412	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1553014;1553725;1554915;1556156;1559278	1553299;1554539;1555122;1556251;1559662	-;-;-;-;-	1790	5	7	1	8	7	5	8	4	8	6	9	10	11	14	26	6	36	12	6	1	0	4	8	12	12	17	11	7	14	7	10
pdam_00000413	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1561254;1561848;1562527;1562906;1563159;1563429;1563970;1564199;1564793;1565578	1561645;1561923;1562745;1562920;1563308;1563481;1564099;1564412;1564964;1565722	-;-;-;-;-;-;-;-;-;-	1566	53	54	56	75	74	83	85	104	59	72	113	81	157	114	149	147	134	66	79	5	26	68	100	110	108	144	171	81	229	148	211
pdam_00000414	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1566767;1567020;1567193;1567303;1568040	1566929;1567159;1567266;1567459;1568120	-;-;-;-;-	615	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000415	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1568124;1568192;1568965	1568186;1568273;1569077	-;-;-	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000416	SczhEnG_1415;SczhEnG_1415	1569247;1569575	1569566;1570022	-;-	768	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
pdam_00000417	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1572745;1573052;1573278	1573021;1573219;1573369	-;-;-	537	1	0	0	2	2	0	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2
pdam_00000418	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1573628;1573775;1574228	1573763;1573827;1574389	-;-;-	351	4	1	1	0	0	3	0	2	2	0	1	0	5	6	3	1	4	0	0	0	0	0	1	2	1	1	2	1	0	2	2
pdam_00000419	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1576143;1576500;1579284;1580828	1576370;1576533;1579573;1580950	+;+;+;+	675	1	2	4	1	3	7	7	5	3	6	4	0	2	6	5	8	6	6	3	0	0	2	4	5	10	6	3	0	7	4	9
pdam_00000420	SczhEnG_1415	1579640	1580974	-	1335	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	1	1	0	0	2	0	0	2
pdam_00000421	SczhEnG_1415;SczhEnG_1415	1583908;1585707	1584954;1585874	-;-	1215	0	0	1	0	1	2	1	1	1	2	1	0	0	0	0	5	1	0	0	0	0	0	0	1	1	0	0	0	1	1	3
pdam_00000422	SczhEnG_1415;SczhEnG_1415	1586098;1588242	1586317;1588672	+;+	651	8	3	5	3	9	16	5	11	5	7	8	12	3	16	8	18	7	8	10	1	10	8	2	8	7	10	20	13	27	23	18
pdam_00000423	SczhEnG_1415	1591021	1591365	+	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
pdam_00000424	SczhEnG_1415;SczhEnG_1415	1591474;1591783	1591644;1592028	+;+	417	0	0	1	0	1	1	3	0	1	0	1	3	2	2	1	3	2	0	0	0	4	0	1	0	1	3	1	0	5	1	2
pdam_00000425	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1592032;1592145;1592547;1592763	1592134;1592311;1592740;1593027	+;+;+;+	729	0	0	0	1	0	0	0	1	0	0	1	11	0	0	0	0	6	11	10	0	7	2	18	11	14	4	3	10	13	1	12
pdam_00000426	SczhEnG_1415;SczhEnG_1415	1593041;1593104	1593089;1593282	+;+	228	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	4	6	1	0	0	6	3	0	4	3	1	9	3	15
pdam_00000427	SczhEnG_1415;SczhEnG_1415	1594653;1595181	1594850;1595840	+;+	858	20	20	20	21	35	22	32	44	25	20	39	12	38	55	47	56	42	17	6	3	6	33	13	18	14	39	34	27	55	52	33
pdam_00000428	SczhEnG_1415;SczhEnG_1415	1598095;1598294	1598267;1598438	+;+	318	1	0	0	0	1	2	1	1	1	0	1	0	1	1	3	1	2	0	0	0	0	3	0	0	0	2	0	1	1	1	0
pdam_00000429	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1598525;1598805;1599064	1598748;1598995;1599335	+;+;+	687	3	5	5	2	3	1	6	2	1	2	4	11	12	6	16	9	25	5	8	1	0	6	8	6	4	4	11	1	13	7	5
pdam_00000430	SczhEnG_1415;SczhEnG_1415	1599377;1599509	1599464;1599642	+;+	222	0	1	0	0	1	2	0	0	0	0	0	1	1	0	2	0	4	2	1	0	4	0	4	1	1	2	1	0	3	0	1
pdam_00000431	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1599649;1600794;1601132;1601909;1603000;1603226;1603411;1605146;1605277;1605909	1599797;1600902;1601509;1602224;1603220;1603383;1603462;1605214;1605340;1606063	+;+;+;+;+;+;+;+;+;+	1671	2	1	0	0	3	3	1	2	2	2	0	1	2	1	10	4	2	0	4	0	0	0	0	2	2	6	2	0	4	4	6
pdam_00000432	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1606096;1609705;1609864	1606156;1609856;1610139	+;+;+	489	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000433	SczhEnG_1415	1610185	1610859	+	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000434	SczhEnG_1415;SczhEnG_1415	1610890;1610968	1610922;1611225	+;+	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000435	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1611243;1611511;1613207	1611290;1611565;1613829	+;+;+	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000436	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1616804;1616956;1617123	1616922;1617040;1617197	-;-;-	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000437	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1626924;1627783;1628644;1629235;1630508;1631832;1632513;1633265	1627115;1627952;1628700;1629305;1631306;1631915;1632570;1633482	+;+;+;+;+;+;+;+	1649	292	345	334	175	364	226	271	326	357	272	316	186	287	468	217	529	213	181	230	13	409	109	167	194	163	315	387	172	451	347	284
pdam_00000438	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1643348;1643653;1646968;1647399;1647480	1643641;1643707;1647269;1647452;1647893	+;+;+;+;+	1119	0	0	0	1	1	0	0	0	0	1	0	1	4	1	2	0	1	1	0	0	0	0	0	1	0	2	0	0	1	1	0
pdam_00000439	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1652274;1652344;1653083	1652338;1652797;1653160	+;+;+	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000440	SczhEnG_1415	1654386	1655420	-	1035	0	1	0	0	2	2	0	0	0	0	0	0	2	0	0	4	0	0	1	0	0	0	1	0	0	0	2	0	1	2	3
pdam_00000441	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1657774;1659023;1659717;1660154;1660578;1661294;1662336;1669577;1670946;1671415;1672618	1658399;1659297;1659966;1660345;1660814;1661434;1662463;1670019;1671328;1671990;1673147	-;-;-;-;-;-;-;-;-;-;-	3781	32	24	33	26	26	18	23	37	25	25	17	14	29	42	42	47	50	13	33	2	14	28	30	30	31	43	62	27	60	44	47
pdam_00000442	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1663877;1664455;1666410;1667243;1667924	1664111;1664700;1666937;1667408;1669532	+;+;+;+;+	2784	184	134	172	113	185	133	115	158	145	95	163	154	272	219	313	330	313	162	141	19	116	188	203	239	209	258	314	223	332	325	349
pdam_00000443	SczhEnG_1415;SczhEnG_1415	1674115;1674708	1674407;1676323	+;+	1909	4	6	3	1	5	1	6	11	2	7	9	8	17	7	8	17	21	4	2	0	8	15	12	11	7	9	8	13	25	15	17
pdam_00000444	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1676810;1677355;1678448;1678643;1681133;1681566;1681847;1682919	1676932;1677421;1678516;1678752;1681187;1681594;1681953;1683024	+;+;+;+;+;+;+;+	666	619	389	561	209	427	312	315	604	272	233	257	249	771	600	803	926	875	485	606	71	587	544	309	268	341	542	988	679	877	585	734
pdam_00000445	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1683827;1687020;1688092;1690096	1684493;1687399;1688145;1690256	-;-;-;-	1262	176	103	130	51	132	64	77	112	84	55	74	65	406	165	343	194	445	105	103	8	44	60	87	65	56	168	189	75	173	123	129
pdam_00000446	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1707613;1709036;1709885;1710389;1711613	1707806;1709153;1710129;1710672;1713562	+;+;+;+;+	2791	211	143	163	159	108	154	196	107	79	115	133	93	261	291	260	175	339	86	82	11	88	93	84	77	29	193	140	94	146	152	68
pdam_00000447	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1714980;1715650;1716197;1717553;1718056;1718511;1719430;1719787;1720446;1722740	1715370;1715896;1716364;1717729;1718280;1718712;1719572;1719909;1720805;1722797	-;-;-;-;-;-;-;-;-;-	2094	336	130	270	123	170	149	245	195	115	72	88	88	200	322	217	284	233	91	153	10	221	51	85	76	37	256	187	67	139	186	78
pdam_00000448	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1726825;1727242;1728973;1732392;1733369;1733746;1735244;1736069;1737091;1738547;1739086;1739524;1743955	1727054;1727282;1729350;1732517;1733566;1734483;1735709;1736289;1738227;1738810;1739154;1739896;1745671	+;+;+;+;+;+;+;+;+;+;+;+;+	5958	114	62	120	75	92	112	172	107	108	133	114	127	238	189	267	237	420	76	78	8	70	35	108	96	51	182	156	64	197	181	79
pdam_00000449	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1749021;1751246;1751794;1753806;1754148;1754939;1755419;1758998;1759521;1762648	1749122;1751466;1751840;1753895;1754597;1755067;1755433;1759126;1760341;1762867	+;+;+;+;+;+;+;+;+;+	2224	7	0	0	1	0	4	11	3	3	1	2	3	3	8	9	7	7	3	0	0	0	0	4	2	0	15	9	1	13	15	8
pdam_00000450	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1756878;1758993;1759296	1757139;1759102;1759323	-;-;-	400	1	0	0	0	0	1	1	0	1	3	0	2	1	2	5	4	3	1	0	0	0	0	0	0	0	1	1	7	0	4	3
pdam_00000451	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1765051;1766987;1769487;1771103	1765901;1767237;1769785;1771393	-;-;-;-	1692	223	158	219	89	147	131	144	162	98	122	127	136	269	239	284	273	411	172	206	13	177	145	163	123	157	214	320	160	273	234	263
pdam_00000452	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1774578;1778010;1783375;1784738	1774763;1778199;1783801;1784981	-;-;-;-	1047	0	0	1	0	1	1	5	0	0	0	1	0	2	0	5	5	0	0	0	0	2	0	1	0	1	4	0	0	0	1	0
pdam_00000453	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1789914;1791096;1791733;1794691;1795439	1789936;1791126;1791844;1794923;1797053	+;+;+;+;+	2014	40	32	48	34	28	36	47	39	53	54	44	69	107	50	99	101	151	24	136	2	117	36	51	35	104	57	55	34	90	66	99
pdam_00000454	SczhEnG_1415;SczhEnG_1415	1798478;1800756	1799708;1802255	+;+	2731	440	416	505	163	268	140	184	145	260	182	297	194	349	427	225	327	385	317	240	22	237	145	220	167	218	373	333	175	362	328	336
pdam_00000455	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1803876;1806412;1806918;1807169;1807846;1808493;1808801;1809433;1810765;1811167;1811613;1811947;1812600;1813283;1816149;1816709	1805912;1806444;1807049;1807248;1807958;1808659;1808902;1810101;1810849;1811249;1811673;1812033;1812686;1813403;1816266;1816922	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4189	378	370	369	241	330	298	296	332	289	253	425	412	645	616	543	557	769	420	436	23	273	232	415	350	397	559	617	273	627	570	541
pdam_00000456	SczhEnG_1415	1804250	1804762	+	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000457	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1822731;1822953;1823173;1828274;1828662;1830141;1830801;1831381;1832455;1833210;1833523;1834076;1834551;1835368;1836555;1837658	1822786;1822986;1823245;1828329;1828747;1830234;1830906;1831470;1832542;1833350;1833612;1834125;1834640;1835490;1836652;1837778	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1396	131	139	122	70	133	133	121	214	158	126	146	144	213	251	217	248	255	181	180	12	77	125	162	178	139	200	244	154	303	240	301
pdam_00000458	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1839459;1842261;1843432;1844637	1841113;1842581;1843576;1844956	-;-;-;-	2441	324	363	339	162	215	295	277	174	413	306	401	360	611	573	425	532	750	383	360	18	171	148	389	255	367	542	353	253	590	413	470
pdam_00000459	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1845006;1845538;1847979;1848617;1848926;1849855;1850575;1851218;1851705;1852394;1852950;1854237;1854617	1845218;1845660;1848021;1848693;1849020;1849962;1850662;1851307;1851793;1852531;1854210;1854596;1855020	+;+;+;+;+;+;+;+;+;+;+;+;+	3089	104	161	165	87	109	125	140	181	159	153	201	196	267	288	304	335	325	188	194	9	93	142	191	164	219	266	318	146	364	290	330
pdam_00000460	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1855767;1857119;1858711;1859057;1861372;1861734;1862357;1862782;1863365;1864000;1864748;1865467;1866068;1866271;1867419;1867721;1870094;1870655;1871025;1872997	1856633;1857210;1858770;1861058;1861563;1861799;1862454;1862950;1863529;1864234;1864929;1865539;1866117;1866329;1867464;1867805;1870193;1870719;1871179;1873083	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4848	393	399	473	289	322	360	304	463	325	217	279	339	639	753	519	602	872	372	533	50	632	282	384	278	424	599	709	368	717	535	619
pdam_00000461	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1865768;1866595;1867469;1868415;1868638;1870498	1865887;1866628;1867492;1868483;1868904;1870526	+;+;+;+;+;+	543	1	0	0	0	0	0	4	2	0	0	1	0	1	4	1	1	0	0	1	0	0	0	0	0	3	2	1	0	1	0	0
pdam_00000462	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1871283;1872870;1873248;1873658;1874328	1871549;1872980;1873325;1873723;1874384	+;+;+;+;+	579	210	166	171	71	163	122	91	169	107	77	112	147	269	213	246	211	446	255	263	11	140	145	178	166	191	224	331	189	350	226	317
pdam_00000463	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1876409;1877932;1878775;1879360;1881098;1887410;1887977;1888984;1889545	1876435;1878105;1878824;1880695;1881209;1887533;1888285;1889189;1890348	+;+;+;+;+;+;+;+;+	3142	1308	1358	1210	1060	1317	1320	1024	1555	1014	812	1447	1256	2455	2533	1975	1590	2828	1550	1567	93	820	631	1198	829	1450	1738	2314	760	1867	1544	1872
pdam_00000464	SczhEnG_1415;SczhEnG_1415	1891572;1892028	1891872;1892329	+;+	603	1	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	6	1	0	0	0	5	0	1	0	0	1	5	1	0	1
pdam_00000465	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1895597;1896316;1898015;1898132	1896071;1896410;1898025;1898227	-;-;-;-	677	18	3	12	12	6	180	314	279	11	128	52	778	866	439	357	637	1834	60	24	14	177	1553	909	1844	2026	2596	507	1782	2311	1944	3079
pdam_00000466	SczhEnG_1415;SczhEnG_1415	1901506;1903217	1902248;1903328	-;-	855	3	6	3	1	10	17	40	26	2	75	6	46	94	33	137	306	108	69	5	9	0	246	265	175	27	314	67	233	522	201	289
pdam_00000467	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1930197;1935295;1942202;1942885;1943838;1944223;1944576;1945018;1946075;1946644;1948266;1948886;1951434;1952332;1956009;1956454;1956802;1961663;1962047;1962409;1964440;1965535;1965914;1966226;1968719;1970181;1970912;1971059;1972266;1972982;1973926;1975065;1975401;1975992;1976722;1977372;1977596;1977800;1979260;1979568;1980207;1980834;1981503;1982984;1983763;1984801	1930607;1935499;1942273;1942993;1943892;1944378;1944684;1945074;1946213;1946740;1948359;1948947;1951559;1952419;1956098;1956594;1956851;1961717;1962071;1962486;1964557;1965564;1965970;1966318;1968809;1970280;1970939;1971125;1972315;1973113;1974061;1975173;1975484;1976067;1976780;1977444;1977664;1977911;1979314;1979603;1980370;1980998;1981599;1983026;1984142;1985221	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5064	457	465	505	292	461	445	446	674	477	504	569	469	1118	1051	983	1214	910	382	364	26	217	314	356	308	437	683	974	305	989	781	676
pdam_00000468	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1936094;1936519;1937166;1937710;1937840;1938306;1939355	1936439;1936593;1937239;1937743;1938136;1938356;1939779	-;-;-;-;-;-;-	1302	1	0	2	3	3	3	0	1	0	3	2	1	8	0	4	3	2	1	0	0	0	5	1	0	0	0	5	3	3	0	2
pdam_00000469	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1941246;1942782;1944710;1947795;1949323;1950819	1941399;1942811;1944782;1947810;1949445;1950869	-;-;-;-;-;-	447	5	1	4	3	4	2	5	6	5	7	6	3	5	9	8	18	3	1	1	0	0	3	5	1	0	7	4	5	7	8	5
pdam_00000470	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1950873;1951446;1958177;1959013;1960458;1968945;1969443	1951118;1951557;1958307;1959111;1960482;1969025;1969447	-;-;-;-;-;-;-	699	2	1	0	0	0	0	0	2	1	0	1	1	1	1	3	0	0	0	0	0	0	0	0	1	2	3	0	0	2	0	0
pdam_00000471	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1987884;1987951;1988572	1987933;1988068;1988661	+;+;+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000472	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1988690;1988830;1989095;1989256	1988784;1989002;1989188;1989523	+;+;+;+	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000473	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1989963;1990349;1991534;1991810;1991925;1992124	1990091;1990367;1991742;1991870;1992110;1992266	-;-;-;-;-;-	747	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdam_00000474	SczhEnG_1415;SczhEnG_1415;SczhEnG_1415	1994296;1995822;1996216	1995697;1995872;1996350	-;-;-	1588	7	7	8	1	3	7	12	9	6	13	5	12	12	11	10	11	17	8	4	1	0	12	11	23	31	25	22	15	31	17	51
